3655584,13649.41,7254.21,5478.72
3668377,13633.97,7248.37,5472.35
3681169,13618.57,7242.54,5465.98
3693961,13603.22,7236.72,5459.61
3706753,13587.91,7230.92,5453.24
3719545,13572.64,7225.12,5446.87
3732338,13557.41,7219.33,5440.50
3745130,13542.21,7213.55,5434.14
3757922,13527.05,7207.79,5427.77
3770714,13511.93,7202.02,5421.41
3783506,13496.84,7196.27,5415.04
3796299,13481.78,7190.53,5408.68
3809091,13466.76,7184.79,5402.32
3821883,13451.76,7179.06,5395.95
3834675,13436.79,7173.33,5389.59
3847468,13421.85,7167.61,5383.23
3860260,13406.94,7161.9,5376.86
3873052,13392.05,7156.19,5370.50
3885844,13377.18,7150.48,5364.13
3898636,13362.34,7144.78,5357.76
3911429,13347.51,7139.08,5351.40
3924221,13332.71,7133.39,5345.03
3937013,13317.92,7127.7,5338.66
3949805,13303.15,7122.01,5332.29
3962597,13288.4,7116.32,5325.91
3975390,13273.66,7110.63,5319.54
3988182,13258.93,7104.94,5313.16
4000974,13244.22,7099.26,5306.78
4013766,13229.51,7093.57,5300.40
4026558,13214.82,7087.88,5294.02
4039351,13200.13,7082.19,5287.63
4052143,13185.45,7076.5,5281.24
4064935,13170.77,7070.81,5274.85
4077727,13156.1,7065.12,5268.46
4090519,13141.43,7059.42,5262.06
4103312,13126.77,7053.72,5255.66
4116104,13112.1,7048.02,5249.25
4128896,13097.43,7042.31,5242.85
4141688,13082.76,7036.59,5236.43
4154481,13068.08,7030.88,5230.02
4167273,13053.4,7025.15,5223.60
4180065,13038.71,7019.42,5217.18
4192857,13024.02,7013.69,5210.75
4205649,13009.32,7007.94,5204.32
4218442,12994.6,7002.19,5197.88
4231234,12979.88,6996.43,5191.44
4244026,12965.14,6990.67,5184.99
4256818,12950.39,6984.89,5178.54
4269610,12935.62,6979.11,5172.08
4282403,12920.83,6973.31,5165.62
4295195,12906.03,6967.51,5159.15
4307987,12891.21,6961.69,5152.68
4320779,12876.36,6955.87,5146.20
4333571,12861.5,6950.03,5139.71
4346364,12846.61,6944.18,5133.22
4359156,12831.7,6938.32,5126.72
4371948,12816.76,6932.44,5120.22
4384740,12801.8,6926.55,5113.71
4397532,12786.8,6920.65,5107.19
4410325,12771.78,6914.74,5100.67
4423117,12756.72,6908.81,5094.14
4435909,12741.64,6902.86,5087.60
4448701,12726.51,6896.9,5081.05
4461494,12711.36,6890.92,5074.50
4474286,12696.17,6884.93,5067.94
4487078,12680.94,6878.92,5061.37
4499870,12665.67,6872.89,5054.79
4512662,12650.36,6866.85,5048.21
4525455,12635.01,6860.79,5041.61
4538247,12619.62,6854.7,5035.01
4551039,12604.18,6848.6,5028.40
4563831,12588.7,6842.48,5021.79
4576623,12573.18,6836.34,5015.16
4589416,12557.6,6830.18,5008.52
4602208,12541.98,6824,5001.88
4615000,12526.3,6817.8,4995.22
4627792,12510.57,6811.57,4988.56
4640584,12494.79,6805.32,4981.89
4653377,12478.96,6799.05,4975.20
4666169,12463.07,6792.76,4968.51
4678961,12447.12,6786.44,4961.81
4691753,12431.12,6780.1,4955.09
4704545,12415.05,6773.74,4948.37
4717338,12398.93,6767.35,4941.64
4730130,12382.74,6760.93,4934.89
4742922,12366.49,6754.49,4928.14
4755714,12350.18,6748.02,4921.37
4768506,12333.8,6741.53,4914.59
4781299,12317.35,6735.01,4907.80
4794091,12300.83,6728.46,4901.00
4806883,12284.24,6721.88,4894.19
4819675,12267.59,6715.27,4887.37
4832468,12250.86,6708.64,4880.54
4845260,12234.05,6701.97,4873.69
4858052,12217.17,6695.28,4866.83
4870844,12200.22,6688.55,4859.96
4883636,12183.19,6681.8,4853.08
4896429,12166.07,6675.01,4846.18
4909221,12148.88,6668.19,4839.27
4922013,12131.61,6661.34,4832.35
4934805,12114.25,6654.46,4825.42
4947597,12096.81,6647.54,4818.47
4960390,12079.29,6640.59,4811.51
4973182,12061.67,6633.61,4804.53
4985974,12043.97,6626.59,4797.55
4998766,12026.19,6619.54,4790.54
5011558,12008.31,6612.45,4783.53
5024351,11990.33,6605.32,4776.50
5037143,11972.27,6598.16,4769.45
5049935,11954.11,6590.97,4762.40
5062727,11935.85,6583.73,4755.32
5075519,11917.5,6576.46,4748.24
5088312,11899.05,6569.15,4741.13
5101104,11880.5,6561.8,4734.02
5113896,11861.85,6554.41,4726.89
5126688,11843.1,6546.99,4719.74
5139481,11824.24,6539.52,4712.58
5152273,11805.28,6532.01,4705.40
5165065,11786.22,6524.47,4698.20
5177857,11767.04,6516.88,4690.99
5190649,11747.76,6509.25,4683.77
5203442,11728.36,6501.57,4676.53
5216234,11708.86,6493.86,4669.27
5229026,11689.24,6486.1,4661.99
5241818,11669.51,6478.3,4654.70
5254610,11649.67,6470.45,4647.39
5267403,11629.7,6462.56,4640.07
5280195,11609.62,6454.63,4632.73
5292987,11589.43,6446.65,4625.37
5305779,11569.11,6438.62,4617.99
5318571,11548.67,6430.55,4610.60
5331364,11528.1,6422.43,4603.19
5344156,11507.41,6414.27,4595.76
5356948,11486.6,6406.06,4588.31
5369740,11465.66,6397.8,4580.84
5382532,11444.59,6389.49,4573.36
5395325,11423.4,6381.13,4565.86
5408117,11402.07,6372.72,4558.34
5420909,11380.61,6364.27,4550.80
5433701,11359.01,6355.76,4543.24
5446494,11337.29,6347.2,4535.66
5459286,11315.42,6338.59,4528.07
5472078,11293.42,6329.93,4520.45
5484870,11271.28,6321.22,4512.82
5497662,11249,6312.45,4505.16
5510455,11226.59,6303.64,4497.49
5523247,11204.02,6294.77,4489.79
5536039,11181.32,6285.84,4482.08
5548831,11158.47,6276.86,4474.35
5561623,11135.47,6267.83,4466.59
5574416,11112.33,6258.74,4458.82
5587208,11089.03,6249.59,4451.02
5600000,11065.59,6240.39,4443.20
5600000,11065.6,6240.54,4443.20
5614429,11020.74,6198.32,4434.36
5628857,10975.87,6156.11,4425.49
5643286,10930.99,6113.9,4416.60
5657714,10886.09,6071.7,4407.68
5672143,10841.18,6029.5,4398.73
5686571,10796.26,5987.31,4389.75
5701000,10751.32,5945.13,4380.74
5701000,10266.17,5570.21,3992.12
5718500,10239.07,5556.66,3988.05
5736000,10211.97,5543.11,3983.97
5753500,10184.86,5529.57,3979.90
5771000,10157.76,5516.02,3975.82
5771000,10157.82,5515.93,3975.82
5784333,10089.56,5477.03,3959.02
5797667,10021.3,5438.14,3942.21
5811000,9953.04,5399.24,3925.41
5824333,9884.78,5360.35,3908.60
5837667,9816.52,5321.45,3891.80
5851000,9748.26,5282.55,3874.99
5864333,9680,5243.66,3858.19
5877667,9611.74,5204.76,3841.38
5891000,9543.48,5165.86,3824.58
5904333,9475.22,5126.97,3807.77
5917667,9406.96,5088.07,3790.97
5931000,9338.7,5049.18,3774.16
5944333,9270.44,5010.28,3757.36
5957667,9202.18,4971.38,3740.55
5971000,9133.92,4932.49,3723.75
5971000,8905.24,4769.9,3543.26
5984846,8878.61,4760.21,3535.00
5998692,8851.97,4750.52,3526.73
6012538,8825.33,4740.82,3518.46
6026385,8798.69,4731.13,3510.19
6040231,8772.05,4721.44,3501.92
6054077,8745.42,4711.75,3493.65
6067923,8718.78,4702.05,3485.39
6081769,8692.14,4692.36,3477.12
6095615,8665.5,4682.67,3468.85
6109462,8638.86,4672.98,3460.58
6123308,8612.22,4663.28,3452.31
6137154,8585.59,4653.59,3444.04
6151000,8558.95,4643.9,3435.78
6151000,7800.45,4441.09,3359.49
6165000,7816.31,4437.86,3361.01
6179000,7832.17,4434.63,3362.53
6193000,7848.04,4431.41,3364.05
6207000,7863.9,4428.18,3365.58
6221000,7879.76,4424.96,3367.10
6235000,7895.62,4421.73,3368.62
6249000,7911.48,4418.51,3370.14
6263000,7927.34,4415.28,3371.66
6277000,7943.2,4412.06,3373.18
6291000,7959.06,4408.83,3374.71
6291000,7959.06,4408.83,3374.71
6309533,7980.06,4404.56,3376.72
6328067,8001.06,4400.29,3378.73
6346600,8022.06,4396.02,3380.75
6346600,6800,3900,2900.00
6356000,6800,3900,2900.00
6356000,5800,3200,2600.00
6368000,5800,3200,2600.00
6368000,1450,0,1020.00
6371000,1450,0,1020.00
